Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,level,name,msg,file,function,line,topics
1678136416.2615104,2101,1678136416,260851860,,2,/imu_driver,Current time 1678136416 257849454,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.2872784,2102,1678136416,286540985,,2,/imu_driver,Current time 1678136416 283578395,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.3113601,2103,1678136416,310595750,,2,/imu_driver,Current time 1678136416 307748794,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.3374748,2104,1678136416,336642265,,2,/imu_driver,Current time 1678136416 333681821,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.3616457,2105,1678136416,360824823,,2,/imu_driver,Current time 1678136416 357780933,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.387269,2106,1678136416,386605501,,2,/imu_driver,Current time 1678136416 383641242,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.4112892,2107,1678136416,410609245,,2,/imu_driver,Current time 1678136416 407783746,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.437288,2108,1678136416,436461210,,2,/imu_driver,Current time 1678136416 433622598,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.4615932,2109,1678136416,460794925,,2,/imu_driver,Current time 1678136416 457837343,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.4870849,2110,1678136416,486287355,,2,/imu_driver,Current time 1678136416 483464241,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.5112743,2111,1678136416,510484933,,2,/imu_driver,Current time 1678136416 507586240,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.5372872,2112,1678136416,536462068,,2,/imu_driver,Current time 1678136416 533577680,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.5627904,2113,1678136416,561434030,,2,/imu_driver,Current time 1678136416 558538436,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.5872345,2114,1678136416,586519956,,2,/imu_driver,Current time 1678136416 583603858,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.6121645,2115,1678136416,611430644,,2,/imu_driver,Current time 1678136416 608407020,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.6371217,2116,1678136416,636436223,,2,/imu_driver,Current time 1678136416 633573770,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.662105,2117,1678136416,661456108,,2,/imu_driver,Current time 1678136416 658535242,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.6871102,2118,1678136416,686409235,,2,/imu_driver,Current time 1678136416 683529615,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.7119255,2119,1678136416,711234569,,2,/imu_driver,Current time 1678136416 708439111,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.7371356,2120,1678136416,736416578,,2,/imu_driver,Current time 1678136416 733557939,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.7621505,2121,1678136416,761495113,,2,/imu_driver,Current time 1678136416 758542299,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.7872264,2122,1678136416,786433458,,2,/imu_driver,Current time 1678136416 783552885,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.8121529,2123,1678136416,811366319,,2,/imu_driver,Current time 1678136416 808436155,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.8377724,2124,1678136416,836305141,,2,/imu_driver,Current time 1678136416 833451032,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.8626742,2125,1678136416,861302614,,2,/imu_driver,Current time 1678136416 858450174,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.8870106,2126,1678136416,886312484,,2,/imu_driver,Current time 1678136416 883449077,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.9124646,2127,1678136416,911081314,,2,/imu_driver,Current time 1678136416 908249855,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.9377048,2128,1678136416,936250448,,2,/imu_driver,Current time 1678136416 933346509,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.9620507,2129,1678136416,961328268,,2,/imu_driver,Current time 1678136416 958404302,driver.py,driver,56,"['/rosout', '/imu']"
1678136416.9869897,2130,1678136416,986269235,,2,/imu_driver,Current time 1678136416 983439445,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.0124164,2131,1678136417,11484622,,2,/imu_driver,Current time 1678136417 8344650,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.0371456,2132,1678136417,36276578,,2,/imu_driver,Current time 1678136417 33379077,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.0619833,2133,1678136417,61284780,,2,/imu_driver,Current time 1678136417 58381795,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.0877564,2134,1678136417,86459636,,2,/imu_driver,Current time 1678136417 83360433,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.1117964,2135,1678136417,111152887,,2,/imu_driver,Current time 1678136417 108235120,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.1370037,2136,1678136417,136223554,,2,/imu_driver,Current time 1678136417 133315324,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.1619015,2137,1678136417,161210536,,2,/imu_driver,Current time 1678136417 158333539,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.1871688,2138,1678136417,186408281,,2,/imu_driver,Current time 1678136417 183359861,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.2116804,2139,1678136417,211051940,,2,/imu_driver,Current time 1678136417 208204984,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.2369187,2140,1678136417,236225843,,2,/imu_driver,Current time 1678136417 233303546,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.2618232,2141,1678136417,261141538,,2,/imu_driver,Current time 1678136417 258299827,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.2868407,2142,1678136417,286124944,,2,/imu_driver,Current time 1678136417 283203840,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.3117523,2143,1678136417,311002254,,2,/imu_driver,Current time 1678136417 308117866,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.3368125,2144,1678136417,336127519,,2,/imu_driver,Current time 1678136417 333258390,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.3617678,2145,1678136417,361051082,,2,/imu_driver,Current time 1678136417 358206987,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.3868814,2146,1678136417,386105298,,2,/imu_driver,Current time 1678136417 383202075,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.4122305,2147,1678136417,410921096,,2,/imu_driver,Current time 1678136417 408049583,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.4368103,2148,1678136417,436116933,,2,/imu_driver,Current time 1678136417 433224201,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.4616911,2149,1678136417,460982084,,2,/imu_driver,Current time 1678136417 458185195,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.4867606,2150,1678136417,486106395,,2,/imu_driver,Current time 1678136417 483212709,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.511513,2151,1678136417,510788917,,2,/imu_driver,Current time 1678136417 507970571,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.536742,2152,1678136417,536030530,,2,/imu_driver,Current time 1678136417 533135890,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.561686,2153,1678136417,560992240,,2,/imu_driver,Current time 1678136417 558134794,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.586715,2154,1678136417,586018323,,2,/imu_driver,Current time 1678136417 583148479,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.611622,2155,1678136417,610844850,,2,/imu_driver,Current time 1678136417 607985496,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.636753,2156,1678136417,636039257,,2,/imu_driver,Current time 1678136417 633109807,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.6616213,2157,1678136417,660956621,,2,/imu_driver,Current time 1678136417 658028602,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.6866517,2158,1678136417,685958147,,2,/imu_driver,Current time 1678136417 683088541,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.7114975,2159,1678136417,710802316,,2,/imu_driver,Current time 1678136417 707964181,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.7366393,2160,1678136417,735970497,,2,/imu_driver,Current time 1678136417 733104228,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.7622354,2161,1678136417,760841131,,2,/imu_driver,Current time 1678136417 758052110,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.7866993,2162,1678136417,785949945,,2,/imu_driver,Current time 1678136417 783050060,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.811363,2163,1678136417,810657739,,2,/imu_driver,Current time 1678136417 807919979,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.8366241,2164,1678136417,835887193,,2,/imu_driver,Current time 1678136417 833040714,driver.py,driver,56,"['/rosout', '/imu']"
1678136417.8615177,2165,1678136417,860847473,,2,/imu_driver,Current time 1678136417 858021259,driver.py,driver,56,"['/rosout', '/imu']"
