Time,Vectornav.seq,Vectornav.stamp.secs,Vectornav.stamp.nsecs,Vectornav.frame_id,imu.header.seq,imu.header.stamp.secs,imu.header.stamp.nsecs,imu.header.frame_id,imu.orientation.x,imu.orientation.y,imu.orientation.z,imu.orientation.w,imu.orientation_covariance,imu.angular_velocity.x,imu.angular_velocity.y,imu.angular_velocity.z,imu.angular_velocity_covariance,imu.linear_acceleration.x,imu.linear_acceleration.y,imu.linear_acceleration.z,imu.linear_acceleration_covariance,mag_field.header.seq,mag_field.header.stamp.secs,mag_field.header.stamp.nsecs,mag_field.header.frame_id,mag_field.magnetic_field.x,mag_field.magnetic_field.y,mag_field.magnetic_field.z,mag_field.magnetic_field_covariance
1677822719.897255,0,1677822719,890506744,imu1_frame,0,0,0,,-0.5215160469338334,0.4819999490414243,0.5187016544467605,0.4760731620126947,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.118992,-0.119414,0.012646,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",5.292,0.592,-5.952,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0557,0.2033,0.4253,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822719.9926353,0,1677822719,987515211,imu1_frame,0,0,0,,-0.47169034209107763,0.6490413015675024,0.39512367641840923,0.44735991144844955,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.256047,-0.286404,-0.052887,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",5.043,0.476,-6.404,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0567,0.2052,0.4242,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822720.0869381,0,1677822720,83959579,imu1_frame,0,0,0,,-0.3166043139557383,0.8442248901811392,0.20434866291976927,0.38116619360347553,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.278168,-0.348505,-0.066457,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.888,0.502,-5.981,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0595,0.2109,0.4243,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822720.1876888,0,1677822720,184556961,imu1_frame,0,0,0,,-0.1067543803295251,0.9628319651807684,0.15951471826296512,0.1900346383270305,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.136334,-0.415186,-0.077882,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.775,0.818,-6.135,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0623,0.208,0.4266,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822720.295076,0,1677822720,289046525,imu1_frame,0,0,0,,0.19338307238842106,0.955495574064244,0.22192219998748378,-0.019537973537983,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.217628,-0.435649,-0.091409,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.592,0.398,-6.259,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0689,0.2165,0.4245,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822720.394404,0,1677822720,388654947,imu1_frame,0,0,0,,0.5297679052204625,0.7266119195149342,0.41237303637277045,-0.14604644429032668,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.225157,-0.488223,-0.13772,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.452,0.402,-7.004,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0708,0.2097,0.4268,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822720.4904072,0,1677822720,487575531,imu1_frame,0,0,0,,0.7093695167718175,0.34692635748089695,0.6001363837665321,-0.12756689241172517,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.250477,-0.404568,-0.16416,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.131,0.19,-6.8,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0764,0.2143,0.4182,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822720.587545,0,1677822720,584390163,imu1_frame,0,0,0,,0.6593547014890465,-0.20503075916974664,0.7092488943457925,0.14205552184916542,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.067393,-0.498855,-0.271473,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.078,0.681,-5.328,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0783,0.2153,0.4249,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822720.7014399,0,1677822720,693951129,imu1_frame,0,0,0,,0.07483884992371745,-0.7823036877967275,0.4865807993352082,0.3816270592083918,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.011147,-0.695501,-0.223874,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",3.834,1.964,-6.858,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0868,0.2141,0.4251,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822720.7867942,0,1677822720,784183502,imu1_frame,0,0,0,,-0.5164802636622693,-0.7273711821177171,0.4081230021700603,0.19394565159271995,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.334424,-0.730797,-0.100621,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",3.607,1.822,-7.267,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0878,0.2218,0.4262,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822720.8893888,0,1677822720,885637283,imu1_frame,0,0,0,,-0.7494096047569653,-0.2616973965800443,0.6081417719424385,0.00795626419542772,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.310865,-0.791343,-0.124379,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",3.286,0.338,-7.532,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0972,0.2205,0.4199,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822720.990708,0,1677822720,986311435,imu1_frame,0,0,0,,-0.507685669336903,0.17617144910622218,0.8421253880358524,-0.04520743849433881,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.210771,-0.769364,-0.141606,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",3.095,-0.044,-7.958,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.1075,0.2203,0.4258,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822721.0860195,0,1677822721,83686590,imu1_frame,0,0,0,,0.06532868453010926,0.16563789137619006,0.9660749691114394,0.18707059088575673,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.214949,-0.917132,-0.18547,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",3.252,0.499,-7.587,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.1132,0.2259,0.4226,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822721.1887283,0,1677822721,186154127,imu1_frame,0,0,0,,0.4971370040655603,-0.3564276519808914,0.6390047950409729,0.4663550149904598,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.158835,-0.928216,-0.08721,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.98,1.227,-9.55,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.1179,0.2258,0.4217,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822721.2858276,0,1677822721,283346652,imu1_frame,0,0,0,,0.4443110309527952,-0.8472040664977212,-0.013940028970191781,0.29092722986289754,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.122676,-0.982699,-0.089564,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.877,0.966,-10.099,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.1292,0.2274,0.4144,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822721.397857,0,1677822721,390509366,imu1_frame,0,0,0,,0.2649774447952884,-0.8554413716932513,-0.3350969539374025,-0.2927747338948545,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.078852,-0.930414,-0.117218,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.561,-0.115,-9.315,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.1367,0.2243,0.4168,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822721.4873765,0,1677822721,484417200,imu1_frame,0,0,0,,0.3405347970305866,-0.5770158755100525,-0.1559175794485026,-0.7257950398284799,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.126538,-0.910789,-0.252607,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.387,0.38,-9.954,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.148,0.224,0.415,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822721.5968854,0,1677822721,589835405,imu1_frame,0,0,0,,0.5691763153469694,-0.5971048285301932,0.3262217825753613,-0.4616096775061473,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.036103,-0.817767,-0.274564,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.158,1.767,-11.029,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.1546,0.2325,0.4206,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822721.6860502,0,1677822721,683685302,imu1_frame,0,0,0,,0.5319828312799535,-0.6288720241110112,0.559274557626537,0.09341420505215159,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.241442,-0.749375,-0.151667,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.107,1.441,-10.158,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.1602,0.2276,0.4132,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822721.7863235,0,1677822721,783987045,imu1_frame,0,0,0,,0.41993557347302757,-0.48624562917693936,0.3702256473014418,0.6709338807352259,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.027219,-0.776044,-0.114881,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.579,0.603,-10.647,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.1668,0.2265,0.4145,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822721.8992507,0,1677822721,893514156,imu1_frame,0,0,0,,0.1645531506688149,-0.18616463760116894,-0.0906879869870654,0.9643861660808005,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.204664,-0.697377,-0.137756,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.486,0.31,-10.644,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.1715,0.2331,0.4124,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822721.9932108,0,1677822721,988029479,imu1_frame,0,0,0,,-0.014391387561890998,0.2837713182969475,-0.36711049309014687,0.8857181339112151,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.211393,-0.66705,-0.230637,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.861,0.612,-10.642,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.1772,0.2281,0.4148,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822722.095134,0,1677822722,88697433,imu1_frame,0,0,0,,0.14890262668384255,0.6251489414732033,-0.3288090007055021,0.6920270585725925,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.10104,-0.589301,-0.254913,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.382,1.806,-11.284,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.1838,0.2241,0.4129,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822722.1925168,0,1677822722,187563419,imu1_frame,0,0,0,,0.43570568058344217,0.577818549120404,-0.09313973324541733,0.6838210835377065,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.24627,-0.614093,-0.292779,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.72,2.522,-12.862,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.1885,0.2249,0.4131,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822722.3036504,0,1677822722,294936895,imu1_frame,0,0,0,,0.479144738293996,0.29347581388711175,0.041750796287616715,0.8261653208879113,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.156854,-0.392106,-0.101155,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.611,3.501,-12.294,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.1932,0.2258,0.4132,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822722.3921254,0,1677822722,389558792,imu1_frame,0,0,0,,0.39213444659588753,0.02673297631022235,0.0916049801343858,0.914945053751925,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.185524,-0.301736,-0.059679,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.46,2.822,-12.65,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.1932,0.2229,0.411,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822722.7857966,0,1677822722,783443212,imu1_frame,0,0,0,,0.9206491705528391,0.15220723087702404,0.34722800754967015,-0.09311699309043545,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.096548,0.063351,0.103729,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.781,7.128,-8.538,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0718,0.2097,0.4345,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822722.8859828,0,1677822722,883629560,imu1_frame,0,0,0,,0.7141121970954982,0.5324941241008826,0.17029118317267097,-0.4213011876213095,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.015871,0.189137,0.453391,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.977,5.12,-7.48,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0689,0.204,0.4334,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822722.9861379,0,1677822722,983626127,imu1_frame,0,0,0,,0.1629614047775764,0.7458233511246046,-0.371041527419511,-0.5286958429951759,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.032714,0.143118,0.479981,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.668,2.664,-7.217,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0689,0.2097,0.4301,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822723.0861356,0,1677822723,83535909,imu1_frame,0,0,0,,-0.2998106013779234,0.37004124829328794,-0.8746041773135816,-0.09083287339166388,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.147709,0.103561,0.510712,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.136,1.357,-6.395,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.068,0.2117,0.4322,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822723.1862266,0,1677822723,183734416,imu1_frame,0,0,0,,-0.20946998270795303,-0.08352613636431291,-0.8704683689570862,0.43752774715847426,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.102373,0.0035,0.359279,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",3.794,-0.389,-6.462,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0689,0.2059,0.4301,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822723.2864254,0,1677822723,283905982,imu1_frame,0,0,0,,0.08472115293328683,-0.28865454811909963,-0.7073189064817733,0.6396880822942079,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.224689,-0.051988,0.145522,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.228,-2.047,-7.119,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.068,0.2117,0.4289,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822723.3881147,0,1677822723,384797811,imu1_frame,0,0,0,,0.18914978821899203,-0.37407974787853776,-0.6855251101895463,0.5952663463891187,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.172642,-0.10283,-0.067295,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.761,-0.191,-5.932,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0699,0.2136,0.4322,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822723.4978151,0,1677822723,490775585,imu1_frame,0,0,0,,0.18654361204668385,-0.3110104169038156,-0.7793196622258974,0.5110135667964252,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.050197,-0.149528,-0.004975,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.628,1.113,-6.495,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0718,0.2135,0.4356,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822723.6015403,0,1677822723,594622611,imu1_frame,0,0,0,,0.3126771672744044,-0.23325712555199307,-0.7865534854500821,0.4787042061344388,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.044934,-0.202675,0.138081,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.685,0.6,-6.01,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0746,0.2125,0.4302,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822723.6941147,0,1677822723,688291072,imu1_frame,0,0,0,,0.46654185003382054,-0.15659039310308637,-0.7768968255878712,0.39274606725762334,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.006976,-0.261074,0.093312,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.459,-0.223,-5.768,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0774,0.2172,0.4346,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822723.7862654,0,1677822723,783978939,imu1_frame,0,0,0,,0.5237881015123365,0.0699179913962252,-0.7889608397974667,0.3135255850154747,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.297379,-0.357209,-0.01218,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.487,0.273,-5.204,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0793,0.2114,0.4326,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822723.896871,0,1677822723,890008687,imu1_frame,0,0,0,,0.6464029480674054,0.27526808572868444,-0.6552164600091258,0.2776366334656548,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.089631,-0.458846,0.000908,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.266,1.822,-4.537,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0821,0.2084,0.4316,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822723.9922352,0,1677822723,987261772,imu1_frame,0,0,0,,0.9039658311353739,0.19637426014234202,-0.36827220696751345,0.09305110245750692,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.319762,-0.598225,0.149007,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",3.439,1.09,-4.689,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0906,0.2111,0.4319,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822724.0920744,0,1677822724,87226867,imu1_frame,0,0,0,,0.9821986809575703,0.15510109128706293,0.007889354059180665,-0.10567478743437372,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.154076,-0.531515,0.197436,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.194,-0.271,-3.635,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.0953,0.2129,0.4353,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822724.1858995,0,1677822724,183626174,imu1_frame,0,0,0,,0.9129621573995271,0.026092419542825325,0.3998198682107412,-0.07722278020602293,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.043565,-0.597048,-0.041117,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",3.06,-0.929,-0.556,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.1019,0.2176,0.4322,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1677822724.2976382,0,1677822724,290623426,imu1_frame,0,0,0,,0.3760694415148045,-0.5059464707258172,0.5721788895307782,0.524596285055621,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.360998,-0.998051,-0.136497,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.519,2.366,-1.899,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,imu1_frame,0.1094,0.2097,0.4336,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
